SchoolName,URL
Ysgol Foel Gron,http://www.foelgron.gwynedd.sch.uk/
Ysgol Friars,http://www.friars.cymru/
Ysgol Garth Olwg,https://gartholwg.cymru/
Ysgol Gellifor,https://www.ysgolgellifor.com/
Ysgol Glan Aber,https://ysgolglanaber.weebly.com/
Ysgol Glan Ceubal,https://www.ysgolglanceubal.cymru/
Ysgol Glan Conwy,http://www.glanconwy.cymru/
Ysgol Glan Gele,https://www.glangele.conwy.sch.uk/
Ysgol Glan Morfa,http://www.glanmorfa.cymru/
Ysgol Glancegin,http://ysgolglancegin.cymru/
Ysgol Glannau Gwaun,https://www.ysgolglannaugwaun.co.uk/
Ysgol Glanrafon,https://www.ysgolglanrafon.co.uk/
Ysgol Glanwydden,http://www.glanwydden.cymru/
Ysgol Godre'r Berwyn,http://www.godreberwyn.cymru/
Ysgol Golwg y Cwm,http://www.golwgycwm.powys.sch.uk/
Ysgol Greenhill School,https://ysgolgreenhillschool.co.uk/
Ysgol Griffith Jones,http://www.griffithjones.amdro.org.uk/
Ysgol Gwaun Gyfni,https://ysgolgwaungynfi.org/
Ysgol Gwenffrwd,https://ysgolgwenffrwd.weebly.com/
Ysgol Gwynedd Cp,https://www.ysgolgwynedd.co.uk/
Ysgol Gwynfryn,https://sites.google.com/hwbcymru.net/cgp-faq-ail-agor/home
Ysgol Gyfun Cwm Rhondda,https://www.ygcwmrhondda.cymru/
Ysgol Gyfun Gwent Is Coed,http://www.gwentiscoed.cymru
Ysgol Gyfun Gwyr,https://www.yggwyr.org.uk/
Ysgol Gyfun Gymraeg Bro Edern,https://www.broedern.cymru/
Ysgol Gyfun Gymraeg Bryn Tawe,https://www.bryntawe.swansea.sch.uk/
Ysgol Gyfun Gymraeg Glantaf,https://www.glantaf.cymru/
Ysgol Gyfun Gymraeg Plasmawr,http://www.ysgolplasmawr.cymru/
Ysgol Gyfun Llangefni,http://www.llangefni.cymru/
Ysgol Gyfun Penweddig,http://www.penweddig.ceredigion.sch.uk/
Ysgol Gyfun Rhydywaun,https://rhydywaun.wixsite.com/rhydywaun
Ysgol Gymraeg Abercynon,https://www.yggabercynon.cymru/
Ysgol Gymraeg Aberystwyth,http://www.ysgolgymraeg.ceredigion.sch.uk/
Ysgol Gymraeg Bodringallt,https://www.bodringalltprimaryschool.co.uk/
Ysgol Gymraeg Bro Allta,https://www.broallta.cymru/
Ysgol Gymraeg Bro Morgannwg,https://www.ygbm.co.uk/
Ysgol Gymraeg Bro Ogwr,http://www.ysgolbroogwr.cymru/
Ysgol Gymraeg Bro Teyrnon,https://ysgol-gymraeg-bro-teyrnon.j2bloggy.com/
Ysgol Gymraeg Brohelyg,https://www.ysgolgymraegbrohelyg.com/
Ysgol Gymraeg Caerffili,https://www.ysgolgymraegcaerffili.co.uk/
Ysgol Gymraeg Casnewydd,https://en.ysgolgymraegcasnewydd.com/
Ysgol Gymraeg Coed Y Gof,https://www.coedygof.co.uk/
Ysgol Gymraeg Croes Atti,https://www.ysgolcroesatti.co.uk/
Ysgol Gymraeg Cwm Gwyddon,https://www.ysgolcwmgwyddon.cymru/
Ysgol Gymraeg Cwmbran Primary,https://www.ysgolgymraegcwmbran.co.uk/
Ysgol Gymraeg Dewi Sant,https://www.ysgolgymraegdewisant.co.uk/
Ysgol Gymraeg Dyffryn y Glowyr,http://www.dyffrynyglowyr.powys.sch.uk/
Ysgol Gymraeg Evan James,https://www.yggevanjames.co.uk/
Ysgol Gymraeg Ffwrnes,http://www.ffwrnes.amdro.org.uk/
Ysgol Gymraeg Gilfach Fargod,https://www.yggf.co.uk/
Ysgol Gymraeg Gwaun Y Nant,https://www.ysgolgwaunynant.co.uk/
Ysgol Gymraeg Gwenllian,https://www.ysgolgymraeggwenllian.com/
Ysgol Gymraeg Henllan,http://www.henllan.cymru/
Ysgol Gymraeg Ifor Hael,http://www.iforhael.cymru/
Ysgol Gymraeg Llangennech,https://www.ysgolgymraegllangennech.cymru/
Ysgol Gymraeg Llwyncelyn,https://www.yggllwyncelyn.cymru/
Ysgol Gymraeg Lon Las,https://www.ygglonlas.co.uk/
Ysgol Gymraeg Melin Gruffydd,https://www.ygmg.com/
Ysgol Gymraeg Mornant,http://www.mornant.cymru/
Ysgol Gymraeg Morswyn,http://www.morswyn.cymru/
Ysgol Gymraeg Nant Caerau,https://sites.google.com/hwbcymru.net/ysgol-gymraeg-nant-caerau/hafan-home
Ysgol Gymraeg Pwll Coch,https://www.ygpc.cymru/
Ysgol Gymraeg Rhyd-Y-Grug,https://www.rhyd-y-grug.cymru/
Ysgol Gymraeg Rhydaman,https://ysgolgymraegrhydaman.webnode.com/
Ysgol Gymraeg Sant Baruc,https://www.ysgolsantbaruc.co.uk/
Ysgol Gymraeg Sant Curig,https://www.ysgolgymraegsantcurig.com/
Ysgol Gymraeg Teilo Sant,http://www.teilosant.amdro.org.uk
Ysgol Gymraeg Trelyn,https://www.ysgolgymraegtrelyn.co.uk/
Ysgol Gymraeg Y Fenni,http://www.ysgolyfenni.co.uk/
Ysgol Gymraeg Y Ffin,https://www.ysgolyffin.com/
Ysgol Gymraeg Y Garnedd,http://www.ygarnedd.cymru/
Ysgol Gymraeg Y Gwernant,http://www.ygwernant.cymru/
Ysgol Gymraeg Y Login Fach,https://www.yloginfach.co.uk/
Ysgol Gymraeg y Cwm,https://www.ygycwm.co.uk/
Ysgol Gymuned Bryngwran,http://ysgolbryngwran.org
Ysgol Gymuned Llanfechell,http://www.llanfechell.anglesey.sch.uk
Ysgol Gymuned Llannerch-Y-Medd,https://ysgolllannerchymedd.blogspot.com
Ysgol Gymuned Penisarwaun,http://www.ysgolpenisarwaen.org/
Ysgol Gymuned Pentraeth,http://www.pentraeth.anglesey.sch.uk
Ysgol Gymuned Y Ffridd,http://www.ffridd.anglesey.sch.uk
Ysgol Gymuned y Fali,http://valleycommunityschool.co.uk
Ysgol Gymunedol Cenarth,http://www.ysgolcenarth.cymru/
Ysgol Gymunedol Comins Coch,https://www.cominscoch.ceredigion.sch.uk/
Ysgol Gymunedol Craig Yr Wylfa,http://www.craigyrwylfa.ceredigion.sch.uk/
Ysgol Gymunedol Croesgoch,https://sites.google.com/hwbcymru.net/ysgol-croesgoch/
Ysgol Gymunedol Dihewyd,http://ysgoldihewyd.weebly.com/
Ysgol Gymunedol Eglwyswrw,https://sites.google.com/hwbcymru.net/ysgoleglwyswrw
Ysgol Gymunedol Gynradd Aberaeron,https://ysgolfelinwnda.cymru/
Ysgol Gymunedol Llanilar,https://www.llanilar.ceredigion.sch.uk/
Ysgol Gymunedol Llannon,http://llannon.ceredigion.sch.uk/
Ysgol Gymunedol Llechryd,http://ysgolllechryd.co.uk/
Ysgol Gymunedol Peniel,http://www.peniel.amdro.org.uk/
Ysgol Gymunedol Penrhyncoch,http://penrhyncoch.ceredigion.sch.uk/
Ysgol Gymunedol Plascrug,http://www.plascrugprimary.co.uk/
Ysgol Gymunedol Pontrhydfendigaid,http://www.pontrhydfendigaid.ceredigion.sch.uk/
Ysgol Gymunedol Talybont,https://www.talybont.ceredigion.sch.uk/
Ysgol Gynradd Abererch,http://ysgolabererch.org/
Ysgol Gynradd Bancffosfelen,http://www.bancffosfelen.amdro.org.uk/
Ysgol Gynradd Beaumaris,https://ysgolbeaumaris.wordpress.com/
Ysgol Gynradd Blaenau,https://www.ysgolblaenau.co.uk/
Ysgol Gynradd Bodedern,http://www.ysgoluwchraddbodedern.org
Ysgol Gynradd Brynsaron,https://www.ysgolsaron.co.uk/
Ysgol Gynradd Carno,http://www.carno.powys.sch.uk/
Ysgol Gynradd Coed-y-Dderwen,https://sites.google.com/a/coedydderwen.merthyr.sch.uk/coedydderwenprimary/
Ysgol Gynradd Drefach,http://www.drefach.amdro.org.uk/
Ysgol Gynradd Ffairfach,http://www.ffairfach.amdro.org.uk/
Ysgol Gynradd Garndolbenmaen,http://www.garndolbenmaen.gwynedd.sch.uk/
Ysgol Gynradd Glantwymyn,http://www.glantwymyn.powys.sch.uk/
Ysgol Gynradd Groeswen Primary School,https://sites.google.com/hwbcymru.net/ysgol-groes-wen-primary-school/
Ysgol Gynradd Gymraeg Calon Y Cymoedd,https://www.ysgolcalonycymoedd.cymru/
Ysgol Gynradd Gymraeg Cwm Derwen,http://ysgolgymraegcwmderwen.co.uk/
Ysgol Gynradd Gymraeg Pen-Y-Groes,https://www.ysgolpenygroes.cymru/
Ysgol Gynradd Gymraeg Tonyrefail,https://www.ygg-tonyrefail.cymru/
Ysgol Gynradd Gymraeg Ynyswen,https://www.yggynyswen.cymru/
Ysgol Gynradd Kingsland,http://ysgolkingsland.blogspot.com/
Ysgol Gynradd Llanbedrgoch,http://www.ysgolllanbedrgoch.org/
Ysgol Gynradd Llanbedrog,https://ysgolllanbedrog.cymru/
Ysgol Gynradd Llandegfan,http://ysgolllandegfan.cymru/
Ysgol Gynradd Llandeilo Primary School,https://www.llandeiloprimaryschool.co.uk/
Ysgol Gynradd Llandwrog,https://ysgol-llandwrog.cymru/
Ysgol Gynradd Llanfairpwll,http://www.llanfairpwllschool.org/
Ysgol Gynradd Llangoed,https://www.ysgolllangoed.co.uk/
Ysgol Gynradd Llangybi,http://www.ysgolllangybi.org/
Ysgol Gynradd Llanystumdwy,http://www.ysgolllanystumdwy.cymru/
Ysgol Gynradd Maesincla,https://www.ysgolmaesincla.org/
Ysgol Gynradd Nebo,http://ysgolnebo.cymru/
Ysgol Gynradd Nefyn,http://www.ysgolnefyn.org/
Ysgol Gynradd Parc Y Bont,http://parcybont.co.uk/
Ysgol Gynradd Parcyrhun,http://www.parcyrhun.amdro.org.uk/
Ysgol Gynradd Pennal,http://www.pennal.gwynedd.sch.uk/
Ysgol Gynradd Pentreuchaf,http://www.ysgolpentreuchaf.org/
Ysgol Gynradd Ponthenri,http://www.cgp.amdro.org.uk/
Ysgol Gynradd Pontyberem,http://www.pontyberem.amdro.org.uk/
Ysgol Gynradd T Llew Jones,https://ysgoltllewjones.cymru/
Ysgol Gynradd Talysarn,http://ysgoltalysarn.cymru/
Ysgol Gynradd Wirfoddol Llanddarog,http://www.llanddarog.amdro.org.uk/
Ysgol Gynradd Wirfoddol Llanllwni,http://llanllwni.amdro.org.uk/
Ysgol Gynradd Y Borth,http://www.borth.anglesey.sch.uk/
Ysgol Hafod Lon,http://www.hafodlon.cymru/
Ysgol Hen Felin,https://www.ysgolhenfelin.org.uk/
Ysgol Henblas,http://ysgolhenblas.org/
Ysgol Henry Richard,https://www.henryrichard.ceredigion.sch.uk/
Ysgol Heulfan,https://www.ysgolheulfan.co.uk/
Ysgol Hiraddug,http://www.hiraddug.cymru/
Ysgol Hiraddug,https://www.ysgolhiraddug.org.uk/
Ysgol I.D. Hooson,https://ysgolidhooson.cymru/
Ysgol Ifor Bach,http://www.ysgoliforbach.co.uk
Ysgol Iolo Morganwg,https://www.ysgoliolomorganwg.co.uk/
Ysgol John Bright,http://www.johnbright.cymru/
Ysgol Llanbedr,https://www.ysgol-llanbedr.co.uk/
Ysgol Llanbrynmair,http://www.llanbrynmair.powys.sch.uk/
Ysgol Llanddoged,http://ysgol-llanddoged.j2webby.com/
Ysgol Llanddulas,https://ysgolllanddulas.wales/
Ysgol Llandrillo yn Rhos,http://www.llandrilloyrnrhos.cymru/
Ysgol Llandygai,http://www.ysgol-llandygai.co.uk/
Ysgol Llanfair Dyffryn Clwyd,http://www.ysgolllanfairdc.cymru/
Ysgol Llanfawr,http://ysgolllanfawr.cymru/
Ysgol Llanfyllin,https://llanfyllin.powys.sch.uk/
Ysgol Llanhari,http://www.llanhariprimary.com/
Ysgol Llanllechid,http://ysgolllanllechid.org/
Ysgol Llanrug,http://www.ysgolllanrug.cymru/
Ysgol Llansteffan,http://www.llansteffan.amdro.org.uk
Ysgol Llywelyn,https://www.ysgol-llywelyn.com/
Ysgol Maenofferen,http://www.maenofferen.gwynedd.sch.uk/
Ysgol Maes y Mynydd,https://maesymynydd.cymru/
Ysgol Maes-Y-Llan,https://maesyllan-pri.wrexham.sch.uk/
Ysgol Maesglas,https://www.maesglasprimaryschool.org/
Ysgol Maesydderwen,https://www.ysgolmaesydderwen.co.uk/
Ysgol Merllyn,https://www.ysgolmerllyn.org/
Ysgol Min y Ddol,https://www.minyddol-pri.wrexham.sch.uk/
Ysgol Morfa Rhianedd,http://www.ysgolmorfarhianedd.org.uk/
Ysgol Morgan Llwyd,https://www.ysgolmorganllwyd.cymru/
Ysgol Mynydd Bychan,https://www.ysgolmynyddbychan.cymru/
Ysgol Mynydd Isa,https://www.ysgolmynyddisa.com/
Ysgol Mynydd Y Garreg,http://www.mynyddygarreg.amdro.org.uk/
Ysgol Nantgwyn,https://www.ysgolnantgwyn.co.uk/
Ysgol Neuadd Brynllywarch Hall School,https://senadgroup.com/aran/
Ysgol O M Edwards,http://www.ysgolomedwards.co.uk/
Ysgol Pant Y Rhedyn,http://pantyrhedyn.weebly.com/
Ysgol Panteg,https://www.ysgolpanteg.cymru/
Ysgol Pen Barras,http://www.ysgolpenbarras.cymru/
Ysgol Pen Rhos,http://www.ysgolpenrhos.com
Ysgol Pen Y Pil,https://www.ysgolpenypil.cymru/
Ysgol Pen-y-Bryn,http://www.ysgolpenybryn.co.uk/
Ysgol Penalltau,https://www.ysgolpenalltau.com/
Ysgol Pencae,https://www.ysgolpencae.co.uk/
Ysgol Pendalar,http://www.pendalar.cymru/
Ysgol Pendref,https://www.ysgolpendref.co.uk/
Ysgol Penmachno,http://www.ysgolpenmachno.cymru/
Ysgol Penmaes,http://www.penmaes.powys.sch.uk/
Ysgol Penmorfa Cp,http://ysgolpenmorfa.com/
Ysgol Pennant,https://ysgol-pennant.j2bloggy.com/
Ysgol Penrhyn New Broughton Cp,https://ysgolpenrhyn.uk/
Ysgol Pentrecelyn,https://ysgolpentrecelyn.cymru/
Ysgol Pentrefoelas,http://www.pentrefoelas.cymru/
Ysgol Penyffordd,http://www.ysgolpenyffordd.org/
Ysgol Plas Coch,https://ysgolplascoch.cymru/
Ysgol Pont Y Gof,http://www.pontygof.cymru/
Ysgol Pontrobert,http://ysgolpontrobert.weebly.com/
Ysgol Porth y Felin,http://www.ysgolporthyfelin.cymru/
Ysgol Rhiw Bechan,http://www.rhiwbechan.powys.sch.uk/
Ysgol Rhiwabon,https://www.ysgolrhiwabon.co.uk/
Ysgol Rhiwlas,http://www.ysgolrhiwlas.cymru/
Ysgol Rhos Helyg,https://www.ysgolrhoshelyg.com/
Ysgol Rhys Prichard,https://ysgolrhysprichard.org.uk/
Ysgol Sant Dunawd,https://santdunawd.co.uk/
Ysgol Santes Fair,https://www.ysgolsantesfair.co.uk/
Ysgol Santes Helen,https://www.santeshelen.com/
Ysgol Santes Tudful,https://www.santestudful.merthyr.sch.uk/
Ysgol Sarn Bach,http://ysgolsarnbach.org/
Ysgol St. George,https://www.stgeorge.conwy.sch.uk/
Ysgol Swn Y Don,https://ysgolswnydon.cymru/
Ysgol Syr Hugh Owen,http://www.syrhughowen.cymru/
Ysgol Syr Thomas Jones,https://en.ysgolsyrthomasjones.cymru/
Ysgol T. Gwynn Jones,http://www.tgwynnjones.cymru/
Ysgol Talhaiarn,https://www.ysgoltalhaiarn.org.uk/
Ysgol Tan-y-Fron,https://ysgoltanyfron.co.uk/
Ysgol Terrig,https://www.ysgolterrig.org.uk/
Ysgol Tir Morfa,https://www.ysgoltirmorfa.co.uk/
Ysgol Treferthyr,http://www.ysgoltreferthyr.cymru/
Ysgol Treffynnon,https://ysgoltreffynnon.cymru/
Ysgol Trefnant,https://www.ysgoltrefnant.com/
Ysgol Treganna,https://www.ysgoltreganna.cymru/
Ysgol Tregarth,http://ysgoltregarth.org/
Ysgol Tremeirchion,https://ysgoltremeirchion.cymru/
Ysgol Tryfan,http://www.tryfan.cymru/
Ysgol Tudno,http://www.tudno.cymru/
Ysgol Twm o'r Nant,http://www.twmornant.cymru/
Ysgol Ty Coch,https://www.ysgoltycoch.co.uk/
Ysgol Ty Ffynnon,http://tyffynnonprimary.weebly.com/
Ysgol Uwchradd Bodedern,http://www.bodedern.cymru/
Ysgol Uwchradd Caergybi,http://www.caergybi.cymru/
Ysgol Uwchradd Glan Clwyd,http://www.glanclwyd.cymru/
Ysgol Uwchradd Tywyn,http://www.tywyn.cymru/
Ysgol Waunfawr,http://ysgolwaunfawr.cymru/
Ysgol Wirfoddol Penboyr,http://www.penboyr.amdro.org.uk/
Ysgol Y Bedol,https://sites.google.com/hwbcymru.net/ysgol-y-bedol-english/home
Ysgol Y Berllan Deg,https://www.ysgolyberllandeg.cymru/
Ysgol Y Bynea,http://www.bynea.amdro.org.uk
Ysgol Y Castell,https://www.ysgolycastell.org/
Ysgol Y Creuddyn,http://www.creuddyn.cymru/
Ysgol Y Dderwen,http://ysgolydderwen.cymru/
Ysgol Y Deri,http://www.ydderi.ceredigion.sch.uk/
Ysgol Y Faenol,http://www.faenol.cymru/
Ysgol Y Felin,http://www.yfelin.amdro.org.uk/
Ysgol Y Felinheli,http://www.felinheli.cymru/
Ysgol Y Foel Cilcain,https://www.ysgolyfoel.org/
Ysgol Y Foryd,http://www.yforyd.cymru/
Ysgol Y Garreg,http://www.garreg.gwynedd.sch.uk/
Ysgol Y Gelli,https://www.ysgolygelli.cymru/
Ysgol Y Gogarth,http://www.gogarth.cymru/
Ysgol Y Gorlan,http://ysgolygorlan.cymru/
Ysgol Y Graig,http://www.ysgolygraig.cymru/
Ysgol Y Lawnt,https://www.ysgolylawnt.co.uk/
Ysgol Y Llys,https://ysgolyllys.co.uk/
Ysgol Y Moelwyn,https://www.ysgolymoelwyn.cymru/
Ysgol Y Wern,http://www.ysgolywern.co.uk/
Ysgol Yr Esgob C In W,http://ysgolyresgob.co.uk/
Ysgol Yr Hafod,http://www.ysgolyrhafodjohnstown.co.uk/
Ysgol Yr Hendre,https://www.ysgolyrhendre.cymru/
Ysgol y Cribarth,http://www.cribarth.powys.sch.uk/
Ysgol y Ddraig,https://www.ysgolyddraig.co.uk/
Ysgol y Mynydd Du,https://ysgol-y-mynydd-du.j2bloggy.com/
Ysgol y Plas,https://www.ysgolyplas.org.uk/
Ysgol y Waun,https://www.ysgolywaun.co.uk/
Ystruth Primary,https://www.ystruthprimary.co.uk/
